,S_ID,Model,I_ID,Date,Offer,Month_id,Processor,OS,RAM,Year,,Sales
3503,3504,xps,america,2015-08-04,no,8,i9,Windows,16,2015,,4
3504,3505,xps,america,2015-08-05,no,8,i5,linux,16,2015,,19
3505,3506,xps,america,2015-08-06,no,8,i7,linux,16,2015,,14
3506,3507,xps,america,2015-08-07,no,8,i3,linux,16,2015,,15
3507,3508,xps,america,2015-08-08,no,8,i9,Windows,4,2015,,16
3508,3509,xps,america,2015-08-09,no,8,i7,Windows,16,2015,,7
3509,3510,xps,america,2015-08-10,no,8,i5,Windows,16,2015,,17
3510,3511,xps,america,2015-08-11,no,8,i7,linux,8,2015,,10
3511,3512,xps,america,2015-08-12,no,8,i5,Windows,16,2015,,14
3512,3513,xps,america,2015-08-13,no,8,i9,Windows,8,2015,,17
3513,3514,xps,america,2015-08-14,no,8,i9,linux,16,2015,,18
3514,3515,xps,america,2015-08-15,no,8,i5,linux,16,2015,,11
3515,3516,xps,america,2015-08-16,no,8,i3,Windows,8,2015,,16
3516,3517,xps,america,2015-08-17,no,8,i5,linux,4,2015,,10
3517,3518,xps,america,2015-08-18,no,8,i7,linux,8,2015,,16
3518,3519,xps,america,2015-08-19,no,8,i5,linux,8,2015,,20
3519,3520,xps,america,2015-08-20,no,8,i9,linux,16,2015,,22
3520,3521,xps,america,2015-08-21,no,8,i7,linux,4,2015,,11
3521,3522,xps,america,2015-08-22,no,8,i7,linux,16,2015,,9
3522,3523,xps,america,2015-08-23,no,8,i7,Windows,8,2015,,16
3523,3524,xps,america,2015-08-24,no,8,i9,Windows,4,2015,,23
3524,3525,xps,america,2015-08-25,no,8,i3,linux,16,2015,,13
3525,3526,xps,america,2015-08-26,no,8,i7,linux,4,2015,,18
3526,3527,xps,america,2015-08-27,no,8,i3,Windows,16,2015,,11
3527,3528,xps,america,2015-08-28,no,8,i9,linux,8,2015,,12
3528,3529,xps,america,2015-08-29,no,8,i3,Windows,4,2015,,18
3529,3530,xps,america,2015-08-30,no,8,i7,linux,16,2015,,9
3530,3531,xps,america,2015-08-31,no,8,i9,linux,8,2015,,19
3531,3532,xps,america,2015-09-01,no,9,i7,Windows,16,2015,,10
3532,3533,xps,america,2015-09-02,no,9,i3,linux,8,2015,,8
3533,3534,xps,america,2015-09-03,no,9,i9,linux,8,2015,,16
3534,3535,xps,america,2015-09-04,no,9,i3,Windows,16,2015,,12
3535,3536,xps,america,2015-09-05,no,9,i9,linux,4,2015,,13
3536,3537,xps,america,2015-09-06,no,9,i9,Windows,16,2015,,16
3537,3538,xps,america,2015-09-07,no,9,i3,linux,16,2015,,10
3538,3539,xps,america,2015-09-08,no,9,i9,linux,4,2015,,13
3539,3540,xps,america,2015-09-09,no,9,i9,Windows,4,2015,,16
3540,3541,xps,america,2015-09-10,no,9,i9,linux,8,2015,,16
3541,3542,xps,america,2015-09-11,no,9,i7,linux,8,2015,,14
3542,3543,xps,america,2015-09-12,no,9,i7,linux,4,2015,,11
3543,3544,xps,america,2015-09-13,no,9,i3,linux,8,2015,,13
3544,3545,xps,america,2015-09-14,no,9,i3,linux,16,2015,,8
3545,3546,xps,america,2015-09-15,no,9,i3,linux,16,2015,,9
3546,3547,xps,america,2015-09-16,no,9,i3,linux,4,2015,,9
3547,3548,xps,america,2015-09-17,no,9,i9,Windows,16,2015,,12
3548,3549,xps,america,2015-09-18,no,9,i7,linux,8,2015,,19
3549,3550,xps,america,2015-09-19,no,9,i3,Windows,4,2015,,15
3550,3551,xps,america,2015-09-20,no,9,i5,Windows,8,2015,,16
3551,3552,xps,america,2015-09-21,no,9,i5,linux,4,2015,,11
3552,3553,xps,america,2015-09-22,no,9,i7,Windows,4,2015,,18
3553,3554,xps,america,2015-09-23,no,9,i5,linux,4,2015,,9
3554,3555,xps,america,2015-09-24,no,9,i9,Windows,4,2015,,4
3555,3556,xps,america,2015-09-25,no,9,i7,linux,8,2015,,11
3556,3557,xps,america,2015-09-26,no,9,i9,linux,8,2015,,17
3557,3558,xps,america,2015-09-27,no,9,i3,Windows,8,2015,,13
3558,3559,xps,america,2015-09-28,no,9,i5,linux,4,2015,,13
3559,3560,xps,america,2015-09-29,no,9,i5,linux,16,2015,,12
3560,3561,xps,america,2015-09-30,no,9,i5,Windows,4,2015,,9
3561,3562,xps,america,2015-10-01,no,10,i3,linux,16,2015,,14
3562,3563,xps,america,2015-10-02,no,10,i5,Windows,16,2015,,15
3563,3564,xps,america,2015-10-03,no,10,i3,Windows,16,2015,,14
3564,3565,xps,america,2015-10-04,no,10,i7,Windows,8,2015,,20
3565,3566,xps,america,2015-10-05,no,10,i3,Windows,16,2015,,10
3566,3567,xps,america,2015-10-06,no,10,i7,linux,4,2015,,17
3567,3568,xps,america,2015-10-07,no,10,i5,Windows,16,2015,,12
3568,3569,xps,america,2015-10-08,no,10,i9,linux,16,2015,,12
3569,3570,xps,america,2015-10-09,no,10,i5,linux,4,2015,,22
3570,3571,xps,america,2015-10-10,no,10,i7,Windows,4,2015,,10
3571,3572,xps,america,2015-10-11,no,10,i5,linux,16,2015,,9
3572,3573,xps,america,2015-10-12,no,10,i9,linux,4,2015,,15
3573,3574,xps,america,2015-10-13,no,10,i5,linux,16,2015,,20
3574,3575,xps,america,2015-10-14,no,10,i7,linux,4,2015,,13
3575,3576,xps,america,2015-10-15,no,10,i7,Windows,16,2015,,15
3576,3577,xps,america,2015-10-16,no,10,i5,linux,8,2015,,19
3577,3578,xps,america,2015-10-17,no,10,i3,Windows,16,2015,,19
3578,3579,xps,america,2015-10-18,no,10,i5,Windows,8,2015,,12
3579,3580,xps,america,2015-10-19,no,10,i5,Windows,8,2015,,12
3580,3581,xps,america,2015-10-20,no,10,i7,linux,8,2015,,10
3581,3582,xps,america,2015-10-21,no,10,i7,Windows,16,2015,,8
3582,3583,xps,america,2015-10-22,no,10,i3,Windows,16,2015,,17
3583,3584,xps,america,2015-10-23,no,10,i9,linux,16,2015,,14
3584,3585,xps,america,2015-10-24,no,10,i9,Windows,8,2015,,9
3585,3586,xps,america,2015-10-25,no,10,i5,Windows,16,2015,,14
3586,3587,xps,america,2015-10-26,no,10,i9,Windows,16,2015,,19
3587,3588,xps,america,2015-10-27,no,10,i5,Windows,4,2015,,16
3588,3589,xps,america,2015-10-28,no,10,i3,linux,16,2015,,13
3589,3590,xps,america,2015-10-29,no,10,i7,Windows,16,2015,,11
3590,3591,xps,america,2015-10-30,no,10,i9,Windows,16,2015,,15
3591,3592,xps,america,2015-10-31,no,10,i3,linux,16,2015,,11
3592,3593,xps,america,2015-11-01,no,11,i3,Windows,8,2015,,13
3593,3594,xps,america,2015-11-02,no,11,i9,Windows,8,2015,,14
3594,3595,xps,america,2015-11-03,no,11,i9,Windows,16,2015,,14
3595,3596,xps,america,2015-11-04,no,11,i7,linux,4,2015,,12
3596,3597,xps,america,2015-11-05,no,11,i3,linux,16,2015,,15
3597,3598,xps,america,2015-11-06,no,11,i3,linux,4,2015,,9
3598,3599,xps,america,2015-11-07,no,11,i3,Windows,16,2015,,10
3599,3600,xps,america,2015-11-08,diwali,11,i3,Windows,16,2015,,30
3600,3601,xps,america,2015-11-09,diwali,11,i5,linux,8,2015,,19
3601,3602,xps,america,2015-11-10,diwali,11,i9,Windows,8,2015,,25
3602,3603,xps,america,2015-11-11,diwali,11,i7,linux,4,2015,,23
3603,3604,xps,america,2015-11-12,diwali,11,i7,Windows,16,2015,,21
3604,3605,xps,america,2015-11-13,diwali,11,i7,linux,4,2015,,32
3605,3606,xps,america,2015-11-14,diwali,11,i7,linux,16,2015,,31
3606,3607,xps,america,2015-11-15,no,11,i9,linux,4,2015,,17
3607,3608,xps,america,2015-11-16,no,11,i3,Windows,16,2015,,14
3608,3609,xps,america,2015-11-17,no,11,i9,linux,8,2015,,8
3609,3610,xps,america,2015-11-18,no,11,i9,linux,4,2015,,14
3610,3611,xps,america,2015-11-19,no,11,i9,Windows,16,2015,,23
3611,3612,xps,america,2015-11-20,no,11,i9,Windows,4,2015,,17
3612,3613,xps,america,2015-11-21,no,11,i7,Windows,8,2015,,21
3613,3614,xps,america,2015-11-22,no,11,i9,Windows,4,2015,,13
3614,3615,xps,america,2015-11-23,no,11,i9,linux,4,2015,,15
3615,3616,xps,america,2015-11-24,no,11,i5,linux,4,2015,,14
3616,3617,xps,america,2015-11-25,no,11,i5,Windows,8,2015,,12
3617,3618,xps,america,2015-11-26,no,11,i7,Windows,8,2015,,14
3618,3619,xps,america,2015-11-27,no,11,i9,Windows,8,2015,,13
3619,3620,xps,america,2015-11-28,no,11,i3,linux,4,2015,,12
3620,3621,xps,america,2015-11-29,no,11,i7,Windows,16,2015,,14
3621,3622,xps,america,2015-11-30,no,11,i7,linux,4,2015,,18
3622,3623,xps,america,2015-12-01,no,12,i9,linux,4,2015,,13
3623,3624,xps,america,2015-12-02,no,12,i5,Windows,4,2015,,12
3624,3625,xps,america,2015-12-03,no,12,i5,Windows,8,2015,,15
3625,3626,xps,america,2015-12-04,no,12,i5,Windows,16,2015,,18
3626,3627,xps,america,2015-12-05,no,12,i5,Windows,16,2015,,19
3627,3628,xps,america,2015-12-06,no,12,i7,linux,16,2015,,15
3628,3629,xps,america,2015-12-07,no,12,i5,linux,4,2015,,21
3629,3630,xps,america,2015-12-08,no,12,i9,linux,16,2015,,16
3630,3631,xps,america,2015-12-09,no,12,i5,Windows,16,2015,,12
3631,3632,xps,america,2015-12-10,no,12,i5,linux,8,2015,,8
3632,3633,xps,america,2015-12-11,no,12,i3,linux,8,2015,,15
3633,3634,xps,america,2015-12-12,no,12,i5,linux,8,2015,,20
3634,3635,xps,america,2015-12-13,no,12,i9,linux,4,2015,,9
3635,3636,xps,america,2015-12-14,no,12,i3,linux,8,2015,,13
3636,3637,xps,america,2015-12-15,no,12,i3,Windows,8,2015,,15
3637,3638,xps,america,2015-12-16,no,12,i7,Windows,16,2015,,13
3638,3639,xps,america,2015-12-17,no,12,i5,linux,8,2015,,12
3639,3640,xps,america,2015-12-18,no,12,i7,linux,8,2015,,14
3640,3641,xps,america,2015-12-19,no,12,i3,linux,8,2015,,10
3641,3642,xps,america,2015-12-20,no,12,i7,linux,4,2015,,16
3642,3643,xps,america,2015-12-21,no,12,i3,linux,8,2015,,18
3643,3644,xps,america,2015-12-22,christmas,12,i5,linux,4,2015,,14
3644,3645,xps,america,2015-12-23,christmas,12,i5,Windows,4,2015,,17
3645,3646,xps,america,2015-12-24,christmas,12,i7,Windows,4,2015,,20
3646,3647,xps,america,2015-12-25,christmas,12,i9,linux,8,2015,,22
3647,3648,xps,america,2015-12-26,christmas,12,i9,Windows,16,2015,,14
3648,3649,xps,america,2015-12-27,christmas,12,i7,Windows,8,2015,,16
3649,3650,xps,america,2015-12-28,christmas,12,i3,Windows,16,2015,,15
3650,3651,xps,america,2015-12-29,no,12,i9,Windows,8,2015,,23
3651,3652,xps,america,2015-12-30,no,12,i7,Windows,16,2015,,26
3652,3653,xps,america,2015-12-31,no,12,i9,Windows,8,2015,,15
3653,3654,xps,america,2016-01-01,no,13,i9,linux,8,2016,,17
3654,3655,xps,america,2016-01-02,no,13,i3,Windows,16,2016,,12
3655,3656,xps,america,2016-01-03,no,13,i7,Windows,4,2016,,11
3656,3657,xps,america,2016-01-04,no,13,i5,Windows,16,2016,,11
3657,3658,xps,america,2016-01-05,no,13,i5,linux,4,2016,,25
3658,3659,xps,america,2016-01-06,no,13,i5,linux,16,2016,,18
3659,3660,xps,america,2016-01-07,no,13,i7,Windows,16,2016,,9
3660,3661,xps,america,2016-01-08,no,13,i5,linux,8,2016,,13
3661,3662,xps,america,2016-01-09,no,13,i5,linux,16,2016,,8
3662,3663,xps,america,2016-01-10,no,13,i7,linux,16,2016,,17
3663,3664,xps,america,2016-01-11,no,13,i7,linux,4,2016,,12
3664,3665,xps,america,2016-01-12,no,13,i3,linux,4,2016,,9
3665,3666,xps,america,2016-01-13,no,13,i9,linux,16,2016,,13
3666,3667,xps,america,2016-01-14,no,13,i9,Windows,16,2016,,21
3667,3668,xps,america,2016-01-15,no,13,i5,linux,8,2016,,14
3668,3669,xps,america,2016-01-16,no,13,i7,Windows,8,2016,,10
3669,3670,xps,america,2016-01-17,no,13,i7,linux,8,2016,,16
3670,3671,xps,america,2016-01-18,no,13,i5,linux,16,2016,,17
3671,3672,xps,america,2016-01-19,no,13,i3,Windows,16,2016,,9
3672,3673,xps,america,2016-01-20,no,13,i3,linux,8,2016,,14
3673,3674,xps,america,2016-01-21,no,13,i5,linux,4,2016,,7
3674,3675,xps,america,2016-01-22,no,13,i7,linux,16,2016,,16
3675,3676,xps,america,2016-01-23,no,13,i3,linux,16,2016,,16
3676,3677,xps,america,2016-01-24,no,13,i7,linux,4,2016,,13
3677,3678,xps,america,2016-01-25,no,13,i3,Windows,4,2016,,12
3678,3679,xps,america,2016-01-26,no,13,i7,Windows,16,2016,,11
3679,3680,xps,america,2016-01-27,no,13,i7,linux,4,2016,,15
3680,3681,xps,america,2016-01-28,no,13,i9,linux,16,2016,,17
3681,3682,xps,america,2016-01-29,no,13,i5,Windows,8,2016,,11
3682,3683,xps,america,2016-01-30,no,13,i7,Windows,4,2016,,19
3683,3684,xps,america,2016-01-31,no,13,i3,Windows,4,2016,,16
3684,3685,xps,america,2016-02-01,no,14,i9,linux,16,2016,,14
3685,3686,xps,america,2016-02-02,no,14,i7,linux,8,2016,,10
3686,3687,xps,america,2016-02-03,no,14,i7,linux,16,2016,,13
3687,3688,xps,america,2016-02-04,no,14,i3,linux,16,2016,,7
3688,3689,xps,america,2016-02-05,no,14,i5,Windows,16,2016,,14
3689,3690,xps,america,2016-02-06,no,14,i9,Windows,8,2016,,16
3690,3691,xps,america,2016-02-07,no,14,i5,linux,16,2016,,12
3691,3692,xps,america,2016-02-08,no,14,i7,linux,4,2016,,11
3692,3693,xps,america,2016-02-09,no,14,i7,Windows,4,2016,,15
3693,3694,xps,america,2016-02-10,no,14,i5,linux,16,2016,,10
3694,3695,xps,america,2016-02-11,no,14,i3,linux,16,2016,,15
3695,3696,xps,america,2016-02-12,no,14,i9,linux,16,2016,,9
3696,3697,xps,america,2016-02-13,no,14,i9,Windows,16,2016,,17
3697,3698,xps,america,2016-02-14,no,14,i5,Windows,8,2016,,14
3698,3699,xps,america,2016-02-15,no,14,i7,linux,16,2016,,11
3699,3700,xps,america,2016-02-16,no,14,i3,linux,8,2016,,17
3700,3701,xps,america,2016-02-17,no,14,i7,linux,4,2016,,16
3701,3702,xps,america,2016-02-18,no,14,i3,Windows,16,2016,,16
3702,3703,xps,america,2016-02-19,no,14,i3,linux,16,2016,,9
3703,3704,xps,america,2016-02-20,no,14,i7,Windows,4,2016,,8
3704,3705,xps,america,2016-02-21,no,14,i7,Windows,4,2016,,24
3705,3706,xps,america,2016-02-22,no,14,i3,linux,16,2016,,13
3706,3707,xps,america,2016-02-23,no,14,i9,Windows,8,2016,,8
3707,3708,xps,america,2016-02-24,no,14,i3,linux,16,2016,,9
3708,3709,xps,america,2016-02-25,no,14,i5,linux,16,2016,,10
3709,3710,xps,america,2016-02-26,no,14,i7,linux,8,2016,,15
3710,3711,xps,america,2016-02-27,no,14,i3,Windows,4,2016,,24
3711,3712,xps,america,2016-02-28,no,14,i7,Windows,4,2016,,17
3712,3713,xps,america,2016-02-29,no,14,i9,Windows,8,2016,,11
3713,3714,xps,america,2016-03-01,no,15,i5,linux,16,2016,,10
3714,3715,xps,america,2016-03-02,no,15,i5,Windows,8,2016,,13
3715,3716,xps,america,2016-03-03,no,15,i7,Windows,16,2016,,17
3716,3717,xps,america,2016-03-04,no,15,i3,Windows,8,2016,,16
3717,3718,xps,america,2016-03-05,no,15,i9,linux,16,2016,,14
3718,3719,xps,america,2016-03-06,no,15,i5,Windows,8,2016,,16
3719,3720,xps,america,2016-03-07,no,15,i9,linux,4,2016,,11
3720,3721,xps,america,2016-03-08,no,15,i3,Windows,8,2016,,18
3721,3722,xps,america,2016-03-09,no,15,i3,Windows,4,2016,,12
3722,3723,xps,america,2016-03-10,no,15,i3,Windows,8,2016,,20
3723,3724,xps,america,2016-03-11,no,15,i3,linux,16,2016,,16
3724,3725,xps,america,2016-03-12,no,15,i5,Windows,16,2016,,15
3725,3726,xps,america,2016-03-13,no,15,i5,Windows,4,2016,,8
3726,3727,xps,america,2016-03-14,no,15,i3,Windows,4,2016,,11
3727,3728,xps,america,2016-03-15,no,15,i5,linux,4,2016,,15
3728,3729,xps,america,2016-03-16,no,15,i3,linux,16,2016,,17
3729,3730,xps,america,2016-03-17,no,15,i9,linux,4,2016,,13
3730,3731,xps,america,2016-03-18,no,15,i5,Windows,4,2016,,12
3731,3732,xps,america,2016-03-19,no,15,i3,Windows,16,2016,,13
3732,3733,xps,america,2016-03-20,no,15,i9,linux,4,2016,,18
3733,3734,xps,america,2016-03-21,no,15,i5,Windows,4,2016,,15
3734,3735,xps,america,2016-03-22,no,15,i7,linux,8,2016,,20
3735,3736,xps,america,2016-03-23,no,15,i3,Windows,16,2016,,8
3736,3737,xps,america,2016-03-24,no,15,i3,Windows,4,2016,,11
3737,3738,xps,america,2016-03-25,no,15,i9,linux,16,2016,,10
3738,3739,xps,america,2016-03-26,no,15,i3,linux,4,2016,,14
3739,3740,xps,america,2016-03-27,no,15,i3,Windows,4,2016,,16
3740,3741,xps,america,2016-03-28,no,15,i5,Windows,4,2016,,9
3741,3742,xps,america,2016-03-29,no,15,i9,Windows,4,2016,,15
3742,3743,xps,america,2016-03-30,no,15,i7,Windows,8,2016,,12
3743,3744,xps,america,2016-03-31,no,15,i7,Windows,16,2016,,14
3744,3745,xps,america,2016-04-01,no,16,i9,linux,8,2016,,15
3745,3746,xps,america,2016-04-02,no,16,i7,Windows,4,2016,,16
3746,3747,xps,america,2016-04-03,no,16,i5,linux,8,2016,,14
3747,3748,xps,america,2016-04-04,no,16,i9,Windows,8,2016,,13
3748,3749,xps,america,2016-04-05,no,16,i3,Windows,4,2016,,19
3749,3750,xps,america,2016-04-06,no,16,i5,linux,16,2016,,20
3750,3751,xps,america,2016-04-07,no,16,i5,linux,4,2016,,13
3751,3752,xps,america,2016-04-08,no,16,i7,linux,8,2016,,12
3752,3753,xps,america,2016-04-09,no,16,i5,linux,8,2016,,10
3753,3754,xps,america,2016-04-10,no,16,i5,linux,8,2016,,14
3754,3755,xps,america,2016-04-11,no,16,i5,linux,16,2016,,15
3755,3756,xps,america,2016-04-12,summer,16,i3,linux,16,2016,,27
3756,3757,xps,america,2016-04-13,summer,16,i3,Windows,4,2016,,37
3757,3758,xps,america,2016-04-14,summer,16,i5,Windows,8,2016,,26
3758,3759,xps,america,2016-04-15,summer,16,i5,Windows,4,2016,,26
3759,3760,xps,america,2016-04-16,summer,16,i7,Windows,16,2016,,32
3760,3761,xps,america,2016-04-17,summer,16,i5,Windows,4,2016,,25
3761,3762,xps,america,2016-04-18,summer,16,i9,Windows,16,2016,,32
3762,3763,xps,america,2016-04-19,no,16,i7,Windows,4,2016,,13
3763,3764,xps,america,2016-04-20,no,16,i9,Windows,8,2016,,15
3764,3765,xps,america,2016-04-21,no,16,i5,linux,16,2016,,16
3765,3766,xps,america,2016-04-22,no,16,i3,linux,16,2016,,8
3766,3767,xps,america,2016-04-23,no,16,i5,Windows,16,2016,,16
3767,3768,xps,america,2016-04-24,no,16,i3,Windows,8,2016,,18
3768,3769,xps,america,2016-04-25,no,16,i3,Windows,16,2016,,14
3769,3770,xps,america,2016-04-26,no,16,i5,Windows,16,2016,,18
3770,3771,xps,america,2016-04-27,no,16,i7,Windows,16,2016,,13
3771,3772,xps,america,2016-04-28,no,16,i3,Windows,16,2016,,13
3772,3773,xps,america,2016-04-29,no,16,i7,Windows,4,2016,,15
3773,3774,xps,america,2016-04-30,no,16,i5,linux,16,2016,,12
3774,3775,xps,america,2016-05-01,no,17,i5,linux,16,2016,,14
3775,3776,xps,america,2016-05-02,no,17,i5,Windows,4,2016,,13
3776,3777,xps,america,2016-05-03,no,17,i9,Windows,4,2016,,14
3777,3778,xps,america,2016-05-04,no,17,i5,linux,8,2016,,15
3778,3779,xps,america,2016-05-05,no,17,i5,Windows,8,2016,,15
3779,3780,xps,america,2016-05-06,no,17,i9,Windows,16,2016,,19
3780,3781,xps,america,2016-05-07,no,17,i9,linux,8,2016,,17
3781,3782,xps,america,2016-05-08,no,17,i7,linux,8,2016,,16
3782,3783,xps,america,2016-05-09,no,17,i5,Windows,16,2016,,12
3783,3784,xps,america,2016-05-10,no,17,i5,Windows,16,2016,,12
3784,3785,xps,america,2016-05-11,no,17,i3,Windows,4,2016,,12
3785,3786,xps,america,2016-05-12,no,17,i9,linux,8,2016,,17
3786,3787,xps,america,2016-05-13,no,17,i3,linux,4,2016,,13
3787,3788,xps,america,2016-05-14,no,17,i7,linux,4,2016,,15
3788,3789,xps,america,2016-05-15,no,17,i9,Windows,4,2016,,15
3789,3790,xps,america,2016-05-16,no,17,i5,linux,16,2016,,14
3790,3791,xps,america,2016-05-17,no,17,i3,linux,16,2016,,14
3791,3792,xps,america,2016-05-18,no,17,i9,linux,8,2016,,15
3792,3793,xps,america,2016-05-19,no,17,i5,Windows,16,2016,,18
3793,3794,xps,america,2016-05-20,no,17,i3,Windows,16,2016,,10
3794,3795,xps,america,2016-05-21,no,17,i9,linux,16,2016,,14
3795,3796,xps,america,2016-05-22,no,17,i9,Windows,16,2016,,12
3796,3797,xps,america,2016-05-23,no,17,i3,linux,16,2016,,9
3797,3798,xps,america,2016-05-24,no,17,i5,Windows,4,2016,,16
3798,3799,xps,america,2016-05-25,no,17,i5,Windows,8,2016,,16
3799,3800,xps,america,2016-05-26,no,17,i3,linux,4,2016,,13
3800,3801,xps,america,2016-05-27,no,17,i9,linux,16,2016,,10
3801,3802,xps,america,2016-05-28,no,17,i5,linux,4,2016,,16
3802,3803,xps,america,2016-05-29,no,17,i9,Windows,4,2016,,12
3803,3804,xps,america,2016-05-30,no,17,i5,linux,8,2016,,18
3804,3805,xps,america,2016-05-31,no,17,i9,linux,16,2016,,10
3805,3806,xps,america,2016-06-01,no,18,i9,Windows,8,2016,,15
3806,3807,xps,america,2016-06-02,no,18,i9,Windows,16,2016,,15
3807,3808,xps,america,2016-06-03,no,18,i3,linux,8,2016,,23
3808,3809,xps,america,2016-06-04,no,18,i7,linux,4,2016,,12
3809,3810,xps,america,2016-06-05,student,18,i7,Windows,8,2016,,28
3810,3811,xps,america,2016-06-06,student,18,i5,Windows,16,2016,,46
3811,3812,xps,america,2016-06-07,student,18,i7,linux,8,2016,,31
3812,3813,xps,america,2016-06-08,student,18,i7,linux,8,2016,,47
3813,3814,xps,america,2016-06-09,student,18,i5,linux,4,2016,,42
3814,3815,xps,america,2016-06-10,student,18,i9,linux,4,2016,,53
3815,3816,xps,america,2016-06-11,student,18,i5,Windows,16,2016,,37
3816,3817,xps,america,2016-06-12,no,18,i5,linux,16,2016,,13
3817,3818,xps,america,2016-06-13,no,18,i5,linux,8,2016,,15
3818,3819,xps,america,2016-06-14,no,18,i9,linux,16,2016,,23
3819,3820,xps,america,2016-06-15,no,18,i5,linux,16,2016,,15
3820,3821,xps,america,2016-06-16,no,18,i7,Windows,8,2016,,16
3821,3822,xps,america,2016-06-17,no,18,i9,Windows,16,2016,,6
3822,3823,xps,america,2016-06-18,no,18,i5,Windows,16,2016,,7
3823,3824,xps,america,2016-06-19,no,18,i5,linux,16,2016,,13
3824,3825,xps,america,2016-06-20,no,18,i3,linux,4,2016,,13
3825,3826,xps,america,2016-06-21,no,18,i5,linux,8,2016,,9
3826,3827,xps,america,2016-06-22,no,18,i7,linux,4,2016,,17
3827,3828,xps,america,2016-06-23,no,18,i9,linux,8,2016,,12
3828,3829,xps,america,2016-06-24,no,18,i3,linux,16,2016,,13
3829,3830,xps,america,2016-06-25,no,18,i7,Windows,16,2016,,11
3830,3831,xps,america,2016-06-26,no,18,i5,linux,16,2016,,15
3831,3832,xps,america,2016-06-27,no,18,i7,Windows,4,2016,,16
3832,3833,xps,america,2016-06-28,no,18,i5,Windows,16,2016,,9
3833,3834,xps,america,2016-06-29,no,18,i9,Windows,16,2016,,15
3834,3835,xps,america,2016-06-30,no,18,i5,Windows,8,2016,,10
3835,3836,xps,america,2016-07-01,no,19,i7,linux,8,2016,,10
3836,3837,xps,america,2016-07-02,no,19,i3,Windows,4,2016,,16
3837,3838,xps,america,2016-07-03,no,19,i7,Windows,4,2016,,16
3838,3839,xps,america,2016-07-04,no,19,i7,Windows,8,2016,,10
3839,3840,xps,america,2016-07-05,no,19,i9,linux,8,2016,,17
3840,3841,xps,america,2016-07-06,student,19,i7,linux,4,2016,,42
3841,3842,xps,america,2016-07-07,student,19,i3,Windows,4,2016,,32
3842,3843,xps,america,2016-07-08,student,19,i5,linux,8,2016,,40
3843,3844,xps,america,2016-07-09,student,19,i9,Windows,8,2016,,40
3844,3845,xps,america,2016-07-10,student,19,i3,Windows,4,2016,,27
3845,3846,xps,america,2016-07-11,student,19,i3,Windows,4,2016,,32
3846,3847,xps,america,2016-07-12,student,19,i9,linux,8,2016,,42
3847,3848,xps,america,2016-07-13,no,19,i5,linux,16,2016,,17
3848,3849,xps,america,2016-07-14,no,19,i3,linux,4,2016,,10
3849,3850,xps,america,2016-07-15,no,19,i7,Windows,16,2016,,11
3850,3851,xps,america,2016-07-16,no,19,i9,linux,4,2016,,13
3851,3852,xps,america,2016-07-17,no,19,i5,Windows,16,2016,,10
3852,3853,xps,america,2016-07-18,no,19,i3,Windows,16,2016,,15
3853,3854,xps,america,2016-07-19,no,19,i9,linux,8,2016,,17
3854,3855,xps,america,2016-07-20,no,19,i7,Windows,8,2016,,15
3855,3856,xps,america,2016-07-21,no,19,i9,Windows,16,2016,,8
3856,3857,xps,america,2016-07-22,no,19,i3,linux,16,2016,,21
3857,3858,xps,america,2016-07-23,no,19,i5,linux,8,2016,,16
3858,3859,xps,america,2016-07-24,no,19,i9,linux,16,2016,,6
3859,3860,xps,america,2016-07-25,no,19,i5,linux,8,2016,,11
3860,3861,xps,america,2016-07-26,no,19,i7,Windows,16,2016,,12
3861,3862,xps,america,2016-07-27,no,19,i9,Windows,16,2016,,14
3862,3863,xps,america,2016-07-28,no,19,i3,linux,8,2016,,14
3863,3864,xps,america,2016-07-29,no,19,i5,linux,8,2016,,16
3864,3865,xps,america,2016-07-30,no,19,i5,Windows,16,2016,,15
3865,3866,xps,america,2016-07-31,no,19,i9,linux,4,2016,,12
3866,3867,xps,america,2016-08-01,no,20,i7,Windows,16,2016,,16
3867,3868,xps,america,2016-08-02,no,20,i3,linux,8,2016,,16
3868,3869,xps,america,2016-08-03,no,20,i9,linux,8,2016,,11
3869,3870,xps,america,2016-08-04,no,20,i3,Windows,16,2016,,10
3870,3871,xps,america,2016-08-05,no,20,i7,Windows,4,2016,,11
3871,3872,xps,america,2016-08-06,no,20,i3,linux,4,2016,,9
3872,3873,xps,america,2016-08-07,no,20,i3,Windows,8,2016,,10
3873,3874,xps,america,2016-08-08,no,20,i5,Windows,8,2016,,11
3874,3875,xps,america,2016-08-09,no,20,i9,linux,16,2016,,14
3875,3876,xps,america,2016-08-10,no,20,i3,Windows,4,2016,,14
3876,3877,xps,america,2016-08-11,no,20,i7,linux,4,2016,,12
3877,3878,xps,america,2016-08-12,no,20,i7,Windows,16,2016,,20
3878,3879,xps,america,2016-08-13,no,20,i7,Windows,16,2016,,10
3879,3880,xps,america,2016-08-14,no,20,i9,Windows,16,2016,,9
3880,3881,xps,america,2016-08-15,no,20,i7,linux,8,2016,,9
3881,3882,xps,america,2016-08-16,no,20,i9,linux,8,2016,,9
3882,3883,xps,america,2016-08-17,no,20,i9,Windows,8,2016,,15
3883,3884,xps,america,2016-08-18,no,20,i3,linux,16,2016,,14
